,Date,Address,Species,Block,Street,Trap,AddressNumberAndStreet,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,Year,Month,Day,spray_info,SprayDate,SprayDistance,SprayLatitude,SprayLongitude,Weather_Info,HeatMonthAvg,CoolMonthAvg,PrecipMonthAvg
2334,2007-08-21,"Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA",CULEX PIPIENS,52, W 63RD ST,T065,"5200  W 63RD ST, Chicago, IL",41.778296999999995,-87.752411,9,40,1,2007,8,21,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2335,2007-08-21,"6700 South Kedzie Avenue, Chicago, IL 60629, USA",CULEX PIPIENS/RESTUANS,67, S KEDZIE AVE,T066,"6700  S KEDZIE AVE, Chicago, IL",41.77166,-87.703047,8,6,0,2007,8,21,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2336,2007-08-21,"6700 South Kedzie Avenue, Chicago, IL 60629, USA",CULEX PIPIENS,67, S KEDZIE AVE,T066,"6700  S KEDZIE AVE, Chicago, IL",41.77166,-87.703047,8,1,0,2007,8,21,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2337,2007-08-21,"6700 South Kedzie Avenue, Chicago, IL 60629, USA",CULEX TERRITANS,67, S KEDZIE AVE,T066,"6700  S KEDZIE AVE, Chicago, IL",41.77166,-87.703047,8,1,0,2007,8,21,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2338,2007-08-21,"7300 Cicero Avenue, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,73, S CICERO AVE,T067,"7300  S CICERO AVE, Chicago, IL",41.759346,-87.745602,9,6,0,2007,8,21,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2339,2007-08-21,"7300 Cicero Avenue, Chicago, IL 60638, USA",CULEX PIPIENS,73, S CICERO AVE,T067,"7300  S CICERO AVE, Chicago, IL",41.759346,-87.745602,9,9,0,2007,8,21,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2340,2007-08-21,"2200 West 69th Street, Chicago, IL 60636, USA",CULEX PIPIENS/RESTUANS,22, W 69TH ST,T069,"2200  W 69TH ST, Chicago, IL",41.768388,-87.678649,8,3,0,2007,8,21,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2341,2007-08-21,"2200 West 69th Street, Chicago, IL 60636, USA",CULEX PIPIENS,22, W 69TH ST,T069,"2200  W 69TH ST, Chicago, IL",41.768388,-87.678649,8,1,0,2007,8,21,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2342,2007-08-21,"5200 South Nordica Avenue, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,52, S NORDICA,T070,"5200  S NORDICA, Chicago, IL",41.797616,-87.797894,8,13,1,2007,8,21,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2343,2007-08-21,"5200 South Nordica Avenue, Chicago, IL 60638, USA",CULEX PIPIENS,52, S NORDICA,T070,"5200  S NORDICA, Chicago, IL",41.797616,-87.797894,8,10,1,2007,8,21,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2344,2007-08-21,"6100 South Melvina Avenue, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,61, S MELVINA AVE,T071,"6100  S MELVINA AVE, Chicago, IL",41.781416,-87.77653199999999,8,12,0,2007,8,21,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2345,2007-08-21,"6100 South Melvina Avenue, Chicago, IL 60638, USA",CULEX PIPIENS,61, S MELVINA AVE,T071,"6100  S MELVINA AVE, Chicago, IL",41.781416,-87.77653199999999,8,6,0,2007,8,21,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2346,2007-08-21,"1000 East 67th Street, Chicago, IL 60637, USA",CULEX PIPIENS/RESTUANS,10, E 67TH ST,T073,"1000  E 67TH ST, Chicago, IL",41.773215,-87.60088,8,20,0,2007,8,21,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2347,2007-08-21,"1000 East 67th Street, Chicago, IL 60637, USA",CULEX PIPIENS,10, E 67TH ST,T073,"1000  E 67TH ST, Chicago, IL",41.773215,-87.60088,8,14,0,2007,8,21,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2348,2007-08-21,"3900 South Ashland Avenue, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,39, S ASHLAND AVE,T074,"3900  S ASHLAND AVE, Chicago, IL",41.822536,-87.66634300000001,9,19,0,2007,8,21,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2349,2007-08-21,"3900 South Ashland Avenue, Chicago, IL 60609, USA",CULEX PIPIENS,39, S ASHLAND AVE,T074,"3900  S ASHLAND AVE, Chicago, IL",41.822536,-87.66634300000001,9,14,0,2007,8,21,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2350,2007-08-21,"4700 South Cornell Avenue, Chicago, IL 60615, USA",CULEX PIPIENS/RESTUANS,47, S CORNELL AVE,T075,"4700  S CORNELL AVE, Chicago, IL",41.799282,-87.585487,8,4,0,2007,8,21,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2351,2007-08-21,"4700 South Cornell Avenue, Chicago, IL 60615, USA",CULEX PIPIENS,47, S CORNELL AVE,T075,"4700  S CORNELL AVE, Chicago, IL",41.799282,-87.585487,8,3,0,2007,8,21,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2352,2007-08-21,"4700 South Cornell Avenue, Chicago, IL 60615, USA",CULEX TERRITANS,47, S CORNELL AVE,T075,"4700  S CORNELL AVE, Chicago, IL",41.799282,-87.585487,8,1,0,2007,8,21,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2353,2007-08-21,"6400 South Stony Island Avenue, Chicago, IL 60637, USA",CULEX PIPIENS/RESTUANS,64, S STONY ISLAND AVE,T077,"6400  S STONY ISLAND AVE, Chicago, IL",41.778748,-87.586427,8,1,0,2007,8,21,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2354,2007-08-21,"7100 South South Shore Drive, Chicago, IL 60649, USA",CULEX PIPIENS/RESTUANS,71, S SOUTH SHORE DR,T079,"7100  S SOUTH SHORE DR, Chicago, IL",41.766202,-87.562889,9,13,0,2007,8,21,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2355,2007-08-21,"7100 South South Shore Drive, Chicago, IL 60649, USA",CULEX PIPIENS,71, S SOUTH SHORE DR,T079,"7100  S SOUTH SHORE DR, Chicago, IL",41.766202,-87.562889,9,13,0,2007,8,21,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2356,2007-08-21,"7100 South South Shore Drive, Chicago, IL 60649, USA",CULEX TERRITANS,71, S SOUTH SHORE DR,T079,"7100  S SOUTH SHORE DR, Chicago, IL",41.766202,-87.562889,9,3,0,2007,8,21,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2357,2007-08-21,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",CULEX PIPIENS/RESTUANS,77, S EBERHART AVE,T080,"7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,9,4,0,2007,8,21,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2358,2007-08-21,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",CULEX RESTUANS,77, S EBERHART AVE,T080,"7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,9,1,0,2007,8,21,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2359,2007-08-21,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",CULEX PIPIENS,77, S EBERHART AVE,T080,"7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,9,7,0,2007,8,21,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2360,2007-08-21,"4000 South Dearborn Street, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,40, S DEARBORN ST,T081,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.62779599999999,9,16,1,2007,8,21,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2361,2007-08-21,"4000 South Dearborn Street, Chicago, IL 60609, USA",CULEX PIPIENS,40, S DEARBORN ST,T081,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.62779599999999,9,10,0,2007,8,21,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2362,2007-08-21,"5000 South Union Avenue, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,50, S UNION AVE,T082,"5000  S UNION AVE, Chicago, IL",41.803422999999995,-87.642984,8,8,1,2007,8,21,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2363,2007-08-21,"5000 South Union Avenue, Chicago, IL 60609, USA",CULEX PIPIENS,50, S UNION AVE,T082,"5000  S UNION AVE, Chicago, IL",41.803422999999995,-87.642984,8,12,0,2007,8,21,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2364,2007-08-21,"7900 South South Chicago Avenue, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,79, S CHICAGO AVE,T083,"7900  S CHICAGO AVE, Chicago, IL",41.754292,-87.590773,9,1,0,2007,8,21,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2365,2007-08-21,"7900 South South Chicago Avenue, Chicago, IL 60617, USA",CULEX PIPIENS,79, S CHICAGO AVE,T083,"7900  S CHICAGO AVE, Chicago, IL",41.754292,-87.590773,9,4,0,2007,8,21,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2366,2007-08-21,"5200 South Kolmar Avenue, Chicago, IL 60632, USA",CULEX PIPIENS/RESTUANS,52, S KOLMAR,T114,"5200  S KOLMAR, Chicago, IL",41.798697,-87.736812,8,8,1,2007,8,21,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2367,2007-08-21,"5200 South Kolmar Avenue, Chicago, IL 60632, USA",CULEX RESTUANS,52, S KOLMAR,T114,"5200  S KOLMAR, Chicago, IL",41.798697,-87.736812,8,1,1,2007,8,21,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2368,2007-08-21,"5200 South Kolmar Avenue, Chicago, IL 60632, USA",CULEX PIPIENS,52, S KOLMAR,T114,"5200  S KOLMAR, Chicago, IL",41.798697,-87.736812,8,3,0,2007,8,21,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2369,2007-08-21,"6300 West 64th Street, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,63, W 64TH ST,T155,"6300  W 64TH ST, Chicago, IL",41.776156,-87.778927,9,9,0,2007,8,21,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2370,2007-08-21,"6300 West 64th Street, Chicago, IL 60638, USA",CULEX PIPIENS,63, W 64TH ST,T155,"6300  W 64TH ST, Chicago, IL",41.776156,-87.778927,9,2,0,2007,8,21,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2371,2007-08-21,"3700 South Pulaski Road, Chicago, IL 60623, USA",CULEX PIPIENS/RESTUANS,37, S PULASKI RD,T063,"3700  S PULASKI RD, Chicago, IL",41.82561,-87.726549,9,18,0,2007,8,21,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2372,2007-08-21,"3700 South Pulaski Road, Chicago, IL 60623, USA",CULEX PIPIENS,37, S PULASKI RD,T063,"3700  S PULASKI RD, Chicago, IL",41.82561,-87.726549,9,11,0,2007,8,21,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2373,2007-08-21,"8000 South Kedzie Avenue, Chicago, IL 60652, USA",CULEX PIPIENS/RESTUANS,80, S KEDZIE AVE,T072,"8000  S KEDZIE AVE, Chicago, IL",41.74785,-87.70271600000001,9,3,0,2007,8,21,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2374,2007-08-21,"8000 South Kedzie Avenue, Chicago, IL 60652, USA",CULEX PIPIENS,80, S KEDZIE AVE,T072,"8000  S KEDZIE AVE, Chicago, IL",41.74785,-87.70271600000001,9,1,0,2007,8,21,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2375,2007-08-21,"5800 North Pulaski Road, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,58, N PULASKI RD,T027,"5800  N PULASKI RD, Chicago, IL",41.984809000000006,-87.728492,8,1,0,2007,8,21,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2376,2007-08-21,"5800 North Pulaski Road, Chicago, IL 60646, USA",CULEX PIPIENS,58, N PULASKI RD,T027,"5800  N PULASKI RD, Chicago, IL",41.984809000000006,-87.728492,8,3,0,2007,8,21,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2377,2007-08-21,"6600 South Kilpatrick Avenue, Chicago, IL 60629, USA",CULEX PIPIENS/RESTUANS,66, S KILPATRICK AVE,T156,"6600  S KILPATRICK AVE, Chicago, IL",41.772846,-87.740029,9,1,0,2007,8,21,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2378,2007-08-21,"6600 South Kilpatrick Avenue, Chicago, IL 60629, USA",CULEX PIPIENS,66, S KILPATRICK AVE,T156,"6600  S KILPATRICK AVE, Chicago, IL",41.772846,-87.740029,9,2,0,2007,8,21,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2379,2007-08-21,"West 37th Place, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,81, W 37TH PL.,T157,"8100  W 37TH PL., Chicago, IL",41.825902,-87.667827,5,8,0,2007,8,21,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2380,2007-08-21,"West 37th Place, Chicago, IL, USA",CULEX PIPIENS,81, W 37TH PL.,T157,"8100  W 37TH PL., Chicago, IL",41.825902,-87.667827,5,7,0,2007,8,21,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2381,2007-08-22,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX PIPIENS,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,6,0,2007,8,22,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2382,2007-08-22,"1100 South Peoria Street, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,11, S PEORIA ST,T091,"1100  S PEORIA ST, Chicago, IL",41.862292,-87.64886,8,3,0,2007,8,22,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2383,2007-08-22,"1700 West 95th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,17, W 95TH ST,T094,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9,7,0,2007,8,22,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2384,2007-08-22,"1700 West 95th Street, Chicago, IL 60643, USA",CULEX PIPIENS,17, W 95TH ST,T094,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9,28,1,2007,8,22,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2385,2007-08-22,"1700 West 95th Street, Chicago, IL 60643, USA",CULEX TERRITANS,17, W 95TH ST,T094,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9,1,0,2007,8,22,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2386,2007-08-22,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,43,1,2007,8,22,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2387,2007-08-22,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,35,1,2007,8,22,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2388,2007-08-22,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,50,1,2007,8,22,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2389,2007-08-22,"8900 South Carpenter Street, Chicago, IL 60620, USA",CULEX PIPIENS/RESTUANS,89, S CARPENTER ST,T159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8,24,1,2007,8,22,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2390,2007-08-22,"8900 South Carpenter Street, Chicago, IL 60620, USA",CULEX PIPIENS,89, S CARPENTER ST,T159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8,40,1,2007,8,22,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2391,2007-08-22,"8900 South Carpenter Street, Chicago, IL 60620, USA",CULEX TERRITANS,89, S CARPENTER ST,T159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8,7,0,2007,8,22,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2392,2007-08-22,"1100 South State Street, Chicago, IL 60605, USA",CULEX PIPIENS/RESTUANS,11, S STATE ST,T092,"1100  S STATE ST, Chicago, IL",41.869215999999994,-87.627561,8,5,0,2007,8,22,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2393,2007-08-22,"1100 South State Street, Chicago, IL 60605, USA",CULEX PIPIENS,11, S STATE ST,T092,"1100  S STATE ST, Chicago, IL",41.869215999999994,-87.627561,8,1,0,2007,8,22,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2394,2007-08-22,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS/RESTUANS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999999,8,50,1,2007,8,22,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2395,2007-08-22,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS/RESTUANS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999999,8,18,0,2007,8,22,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2396,2007-08-22,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999999,8,50,0,2007,8,22,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2397,2007-08-22,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999999,8,31,0,2007,8,22,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2398,2007-08-22,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999999,8,50,0,2007,8,22,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2399,2007-08-22,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999999,8,50,0,2007,8,22,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2400,2007-08-22,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999999,8,50,1,2007,8,22,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2401,2007-08-22,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,7,0,2007,8,22,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2402,2007-08-22,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,2,0,2007,8,22,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2403,2007-08-22,"9300 South Doctor Martin Luther King Junior Drive, Chicago, IL 60619, USA",CULEX PIPIENS/RESTUANS,93, S DR MARTIN LUTHER KING JR DR,T162,"9300  S DR MARTIN LUTHER KING JR DR, Chicago, IL",41.725516999999996,-87.61425799999999,8,3,0,2007,8,22,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2404,2007-08-22,"9300 South Doctor Martin Luther King Junior Drive, Chicago, IL 60619, USA",CULEX PIPIENS,93, S DR MARTIN LUTHER KING JR DR,T162,"9300  S DR MARTIN LUTHER KING JR DR, Chicago, IL",41.725516999999996,-87.61425799999999,8,1,0,2007,8,22,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2405,2007-08-22,"9600 South Hoyne Avenue, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,96, S HOYNE AVE,T161,"9600  S HOYNE AVE, Chicago, IL",41.719059,-87.675088,9,5,0,2007,8,22,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2406,2007-08-22,"9600 South Hoyne Avenue, Chicago, IL 60643, USA",CULEX PIPIENS,96, S HOYNE AVE,T161,"9600  S HOYNE AVE, Chicago, IL",41.719059,-87.675088,9,1,0,2007,8,22,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2407,2007-08-22,"1100 North Artesian Avenue, Chicago, IL 60622, USA",CULEX PIPIENS/RESTUANS,11, S ARTESIAN AVE,T160,"1100  S ARTESIAN AVE, Chicago, IL",41.903002,-87.68826700000001,8,9,1,2007,8,22,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2408,2007-08-22,"1100 North Artesian Avenue, Chicago, IL 60622, USA",CULEX PIPIENS,11, S ARTESIAN AVE,T160,"1100  S ARTESIAN AVE, Chicago, IL",41.903002,-87.68826700000001,8,9,0,2007,8,22,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2409,2007-08-22,"3300 West 104th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,33, W 104TH ST,T095,"3300  W 104TH ST, Chicago, IL",41.704336,-87.70373599999999,8,1,0,2007,8,22,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2410,2007-08-22,"3300 West 104th Street, Chicago, IL 60655, USA",CULEX PIPIENS,33, W 104TH ST,T095,"3300  W 104TH ST, Chicago, IL",41.704336,-87.70373599999999,8,4,0,2007,8,22,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2411,2007-08-22,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,2007,8,22,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2412,2007-08-22,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,11,0,2007,8,22,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2413,2007-08-22,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,2007,8,22,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2414,2007-08-22,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,1,2007,8,22,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2415,2007-08-22,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,2007,8,22,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2416,2007-08-22,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,2007,8,22,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2417,2007-08-22,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,2007,8,22,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2418,2007-08-22,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,2007,8,22,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2419,2007-08-22,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,2007,8,22,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2420,2007-08-22,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,1,2007,8,22,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2421,2007-08-22,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,2007,8,22,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2422,2007-08-22,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,1,2007,8,22,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2423,2007-08-22,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,2007,8,22,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2424,2007-08-22,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,2007,8,22,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2425,2007-08-22,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,2007,8,22,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2426,2007-08-22,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,2007,8,22,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2427,2007-08-22,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,2007,8,22,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2428,2007-08-22,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,2007,8,22,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
2429,2007-08-22,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,2007,8,22,none,,0.0,0.0,0.0,0|10|0.3067,0,10,0.3067
